Generator Loss, Discriminator Loss
2.0685434341430664, 2.392406940460205
0.608487069606781, 6.564131259918213
11.432476997375488, 3.0333151817321777
5.52244758605957, 1.3860316276550293
3.7748098373413086, 3.812190294265747
19.080001831054688, 0.4418785572052002
15.91246223449707, 2.5278778076171875
0.39922571182250977, 9.018183708190918
65.54639434814453, 6.712369918823242
57.18960952758789, 0.4775947630405426
6.388211250305176, 0.7984259724617004
0.09061358869075775, 17.09390640258789
75.67863464355469, 5.707220077514648
52.2012939453125, 2.767103910446167
4.60532930901536e-07, 29.94251823425293
82.23439025878906, 4.434877872467041
77.10026550292969, 1.2736653089523315
11.448394775390625, 3.637885570526123
0.9258998036384583, 7.734699726104736
95.28468322753906, 6.032814025878906
94.58539581298828, 4.5628814697265625
53.01595687866211, 4.743077965940756e-07
3.1231589317321777, 2.413341522216797
37.96397018432617, 0.37004175782203674
4.548339366912842, 1.1709253787994385
14.939611434936523, 2.994966745376587
1.933746218707455e-10, 38.240787506103516
100.44084930419922, 8.564163208007812
98.19685363769531, 2.8136918544769287
58.837066650390625, 0.06616783887147903
15.660017967224121, 0.6100879311561584
0.0008423869730904698, 15.378767013549805
102.38967895507812, 2.525336265563965
113.35968780517578, 3.1819517612457275
108.2077865600586, 0.7301015257835388
89.80134582519531, 0.014197626151144505
64.42947387695312, 2.0695459842681885
26.58798599243164, 4.458141847862862e-05
0.0008156850235536695, 15.996319770812988
59.86983108520508, 0.004677047487348318
57.5174446105957, 7.9262166023254395
2.1560966968536377, 5.699462413787842
28.531578063964844, 6.224155902862549
3.4307687282562256, 6.31134033203125
23.484928131103516, 0.0068716369569301605
7.3868818283081055, 2.0367112159729004
10.710725784301758, 0.8609451055526733
43.415802001953125, 2.917538642883301
29.609622955322266, 1.4676337242126465
7.899080753326416, 0.3035889267921448
20.711650848388672, 0.9254951477050781
11.140012741088867, 0.0038542693946510553
0.0508558452129364, 6.270528316497803
104.44652557373047, 11.78353500366211
110.83607482910156, 1.52161705493927
99.09931945800781, 0.023427199572324753
83.0777587890625, 0.7031363248825073
56.684471130371094, 2.4989912509918213
14.791873931884766, 1.821392297744751
9.717997550964355, 1.2829266786575317
26.602466583251953, 0.40778395533561707
0.5981444120407104, 6.18280029296875
79.74163818359375, 8.206245422363281
59.0712890625, 0.013157704845070839
19.987869262695312, 3.090698719024658
0.3871132433414459, 15.566856384277344
55.29572296142578, 0.4859491288661957
55.918373107910156, 9.998916625976562
31.629838943481445, 1.9067902565002441
13.191293716430664, 2.5816433429718018
16.33917999267578, 0.46906614303588867
8.258058547973633, 0.5524390339851379
21.110164642333984, 1.7990383639698848e-05
14.844058990478516, 1.1169674396514893
0.0007372219697572291, 14.766407012939453
66.83406829833984, 0.0003159748448524624
68.47449493408203, 7.1936540603637695
54.94681930541992, 6.9083051681518555
22.986377716064453, 0.47707846760749817
5.659407615661621, 12.036270141601562
12.552891731262207, 3.5735156536102295
17.175212860107422, 2.652904510498047
14.224483489990234, 1.329959511756897
1.6633741855621338, 6.24837064743042
21.38854217529297, 0.623710572719574
22.588027954101562, 1.5974154472351074
7.229473114013672, 1.5308369398117065
16.310836791992188, 2.808485984802246
11.300054550170898, 1.861072063446045
4.677350997924805, 2.121915578842163
8.0103178024292, 2.2858481407165527
5.2025041580200195, 0.9418164491653442
8.950639724731445, 5.0509138107299805
20.073179244995117, 1.2882351875305176
7.0830583572387695, 3.384261131286621
11.011527061462402, 1.4241032600402832
9.0971097946167, 4.103178977966309
2.1498849391937256, 10.16721248626709
14.359078407287598, 4.4425048828125
13.881912231445312, 2.893364191055298
12.409163475036621, 5.694953918457031
2.4368224143981934, 3.8345415592193604
6.699797630310059, 1.5725550651550293
12.929010391235352, 2.9545934200286865
7.379210472106934, 2.0723989009857178
1.491715908050537, 3.230030059814453
7.997120380401611, 2.4796104431152344
7.169095516204834, 0.6197401881217957
11.212366104125977, 3.198601007461548
3.4820637702941895, 1.9359774589538574
10.054677963256836, 0.11390070617198944
10.705878257751465, 0.03911342844367027
9.875838279724121, 0.4310527443885803
8.528600692749023, 2.3798182010650635
4.00919246673584, 3.339926242828369
5.944995403289795, 2.622706890106201
13.562090873718262, 1.861184000968933
9.998409271240234, 1.3188855648040771
3.255152702331543, 1.562017798423767
5.200814247131348, 1.38945734500885
7.339892387390137, 0.6973796486854553
8.626019477844238, 0.867847740650177
2.773115634918213, 1.7277045249938965
11.246514320373535, 0.0730704665184021
14.598498344421387, 3.0752573013305664
7.317032337188721, 0.06515536457300186
7.8247175216674805, 0.5996772050857544
3.2090060710906982, 1.8277065753936768
4.020397663116455, 1.9452024698257446
13.593916893005371, 2.156481981277466
9.227365493774414, 0.24004527926445007
4.451260566711426, 2.444770097732544
23.05952262878418, 1.6995385885238647
14.877073287963867, 0.4571697413921356
